"GALLERY","num_arrests"
"178622",4
"210217",3
"231646",6
"240849",4
"248075",3
"249346",3
"252401",9
"252939",3
"258360",3
"258790",3
"259675",8
"260593",3
"268360",4
"268984",3
"269131",11
"270779",3
"273195",3
"275128",7
"277548",9
"282814",10
"287279",3
"290504",4
"293609",3
"297299",4
"297312",3
"297554",4
"298307",3
"303653",3
"309356",4
"314836",4
"314860",3
"315026",4
"320994",3
"326055",5
"330139",3
"335326",3
"339762",3
"341199",9
"341333",4
"345473",3
"347499",4
"350499",3
"350802",3
"350865",5
"353044",3
"353437",3
"356259",3
"356442",3
"358943",4
"359298",4
"365465",7
"369413",3
"373340",9
"376574",3
"400390",3
"401015",9
"402096",3
"403426",3
"404301",3
"408373",3
"409708",3
"411264",6
"411940",4
"412899",7
"415245",3
"415477",3
"416873",3
"417073",3
"418311",3
"418484",3
"419095",3
"420240",4
"421104",4
"422062",4
"426015",3
"427027",3
"427397",3
"427774",4
"430339",6
"430353",4
"430687",4
"431301",4
"432367",4
"435732",3
"435953",3
"436700",3
"439791",3
"439994",3
"440133",3
"440174",3
"444080",3
"446499",3
"447145",3
"447855",4
"447919",4
"448488",5
"451301",3
"451548",3
"452120",5
"453316",3
"454512",3
"454987",4
"463151",3
"463792",5
"464485",3
"468159",4
"469120",4
"469487",3
"470675",3
"472529",4
"473644",7
"474030",3
"474344",3
"476205",6
"479886",3
"481286",3
"481746",5
"482209",3
"482399",3
"487021",4
"487278",9
"487683",6
"489832",3
"490068",3
"490489",3
"493338",3
"493670",4
"493906",3
"496126",3
"497156",3
"498422",5
"499176",4
"500219",3
"501400",6
"502739",3
"502796",3
"503442",3
"504332",4
"504581",4
"506218",5
"506834",6
"507622",3
"507960",3
"508898",4
"510335",5
"510359",3
"510631",4
"511331",3
"511419",3
"513063",4
"513439",3
"514767",3
"515650",4
"517427",3
"517688",4
"518702",10
"518809",5
"519534",6
"520302",3
"521089",9
"521425",4
"521507",3
"521578",5
"521759",3
"523380",4
"523720",3
"524148",3
"525211",3
"525754",6
"525904",3
"525959",3
"527258",7
"527738",4
"528875",4
"529159",3
"529789",5
"529809",10
"531061",3
"531800",3
"531810",3
"532104",4
"533298",3
"533418",3
"533780",4
"534823",3
"535105",7
"535634",3
"535758",3
"536818",3
"537344",5
"537718",3
"538519",4
"539305",3
"539359",4
"540069",4
"540157",3
"541468",3
"541484",3
"542979",3
"543059",6
"543168",4
"543336",4
"543572",4
"544171",3
"546032",5
"547874",5
"548192",3
"549745",3
"551451",3
"551802",3
"552657",4
"554203",3
"554373",3
"554621",4
"554675",4
"555029",5
"555282",3
"555689",4
"555776",4
"556688",5
"556998",5
"558715",6
"559903",3
"561192",4
"561433",4
"563062",4
"563505",3
"563854",4
"565132",3
"565279",5
"566381",3
"567125",4
"567300",3
"568306",4
"568717",3
"568912",3
"569164",3
"569938",5
"570108",4
"570647",4
"571281",4
"571622",3
"572805",4
"572849",3
"572974",3
"573347",6
"573469",3
"574733",3
"574861",3
"576642",3
"577338",3
"577376",3
"578877",3
"579452",5
"579732",3
"579748",3
"580155",3
"581038",4
"581427",3
"582161",4
"582167",4
"582221",4
"583057",4
"583132",4
"583330",3
"584405",3
"584591",3
"584713",3
"584791",5
"585160",7
"585236",3
"585967",3
"586162",5
"586782",3
"586998",3
"587048",4
"587788",3
"588498",3
"589412",10
"589452",4
"589810",3
"590053",3
"590116",6
"590687",4
"590746",3
"590791",4
"590953",3
"590991",3
"591397",3
"592200",5
"592339",6
"592487",3
"592548",3
"592807",3
"592869",3
"593383",3
"595363",4
"596571",3
"597168",3
"597528",3
"597902",3
"597916",3
"598212",5
"599075",4
"599212",3
"599274",3
"599615",3
"599775",3
"600794",6
